1553,-2420,2848,14924,-1346,377,-627
1556,-2564,2820,14756,-1382,325,-552
1559,-2380,2868,14956,-1447,303,-517
1563,-2456,2884,14828,-1447,295,-417
1566,-2388,2988,14984,-1500,258,-366
1569,-2392,2968,14964,-1498,266,-273
1573,-2296,3024,14984,-1576,255,-176
1576,-2324,2884,14968,-1580,294,-101
1580,-2116,3004,15208,-1567,294,14
1584,-2276,3084,15188,-1566,334,50
1587,-2236,2976,15308,-1533,362,100
1590,-2304,3012,15216,-1511,347,155
1594,-2168,3032,15384,-1481,359,182
1597,-2304,2948,15220,-1447,396,255
1600,-2340,3104,15412,-1420,359,291
1604,-2228,2968,15316,-1378,374,337
1607,-2292,3084,15220,-1358,339,362
1610,-2412,3216,15104,-1330,321,406
1614,-2276,3228,15160,-1338,286,404
1617,-2264,3212,14892,-1343,227,433
1620,-2380,3148,14784,-1329,185,407
1625,-2392,3200,14844,-1337,138,378
1628,-2452,3148,14916,-1297,64,332
1631,-2272,3276,14984,-1320,-13,235
1635,-2244,3196,14792,-1302,-78,139
1638,-2392,3192,14764,-1296,-160,49
1641,-2268,3188,14832,-1275,-228,-69
1645,-2376,3216,15064,-1250,-286,-161
1648,-2484,3296,15016,-1224,-367,-233
1651,-2444,3328,15148,-1208,-439,-307
1655,-2464,3232,15128,-1160,-505,-334
1658,-2380,3156,15136,-1136,-562,-333
1661,-2440,3336,15204,-1089,-594,-349
1666,-2360,3276,15320,-1077,-628,-280
1669,-2544,3276,15204,-1036,-636,-235
1673,-2404,3268,15172,-988,-675,-235
1676,-2444,3328,15300,-967,-671,-175
1679,-2368,3248,15184,-936,-655,-145
1683,-2236,3316,15140,-863,-638,-159
1686,-2368,3300,15376,-850,-618,-142
1689,-2308,3216,15184,-831,-588,-153
1692,-2312,3196,14952,-777,-583,-176
1696,-2340,3216,15028,-721,-576,-196
1699,-2280,3224,14928,-727,-522,-203
1702,-2364,3300,14900,-694,-536,-211
1707,-2500,3148,14856,-641,-539,-252
1710,-2460,3172,14756,-606,-539,-218
1713,-2588,3192,14984,-592,-555,-233
1717,-2584,3112,14932,-568,-584,-224
1720,-2556,3164,15116,-570,-607,-168
1723,-2632,3104,15212,-556,-662,-153
1727,-2652,3088,15148,-533,-682,-185
1730,-2752,3024,14988,-553,-729,-166
1733,-2796,2936,15100,-529,-789,-182
1737,-2748,2904,15084,-519,-800,-195
1740,-2696,2896,15184,-515,-850,-192
1743,-2676,2904,15024,-523,-848,-229
1747,-2740,2916,15108,-530,-887,-281
1751,-2760,2892,15156,-554,-880,-287
1754,-2684,2812,14984,-532,-880,-302
1758,-2792,2848,15060,-552,-871,-286
1761,-2644,2772,15084,-559,-856,-323
1764,-2708,2776,15132,-579,-836,-323
1767,-2648,2784,15008,-602,-812,-359
1771,-2668,2796,14932,-642,-758,-301
1774,-2708,2772,14904,-661,-748,-308
1777,-2596,2820,14988,-669,-687,-265
1781,-2620,2808,14980,-687,-676,-252
1784,-2556,2708,15004,-750,-662,-213
1787,-2712,2828,14980,-738,-627,-195
1792,-2592,2932,14972,-811,-620,-194
1795,-2748,2816,15020,-798,-622,-169
1798,-2668,2808,15084,-805,-616,-135
1802,-2752,2736,14956,-840,-626,-153
1805,-2552,2628,14980,-870,-633,-156
1808,-2592,2812,14920,-870,-627,-157
1812,-2640,2792,14988,-883,-652,-208
1815,-2740,2800,15096,-921,-668,-243
1818,-2680,2744,15024,-897,-636,-262
0,0,0,0,0,0,0,3
1822,-2596,2940,14996,-913,-654,-310
1825,-2616,2892,14872,-941,-679,-304
1828,-2640,2912,15008,-951,-653,-301
1832,-2680,2764,15120,-964,-672,-304
1836,-2648,2836,15232,-980,-641,-259
1839,-2532,2908,15168,-1013,-629,-231
1843,-2660,3028,15448,-1025,-612,-239
1846,-2568,3060,15120,-1040,-592,-120
1849,-2644,2948,15076,-1057,-615,-5
1853,-1708,2900,15064,-951,-1082,-420
1856,96,3080,15632,-900,-2430,-1186
1859,352,3056,15520,-688,-4199,-2095
1863,360,2696,15256,-618,-5580,-2860
1866,820,2696,15064,-534,-6493,-3365
1869,112,3564,15164,-448,-6443,-3878
1873,-348,2052,14904,-518,-5524,-3715
1876,-108,2796,15360,-440,-4370,-3475
1881,40,2856,15712,-496,-3177,-3154
1884,-20,2616,15516,-602,-2344,-3268
1887,-160,3044,15572,-463,-1566,-3093
1891,-544,2876,15604,-449,-943,-2708
1894,-868,2556,15444,-484,-623,-1949
1897,-1260,3748,15872,-414,-573,-1433
1901,-1592,3100,15700,-444,-664,-637
1904,-2484,3752,15616,-437,-732,335
1907,-2832,3368,15328,-520,-570,1456
1911,-3760,3760,15400,-625,-258,2047
1914,-4328,4096,15564,-638,3,2998
1917,-4604,3348,15152,-781,-55,3317
1921,-3600,3720,15120,-833,-681,3602
1925,-3432,3308,14584,-862,-1630,4031
1928,-3492,3336,14388,-796,-2607,3475
1932,-2964,2856,14268,-750,-3519,2838
1935,-2912,2744,14144,-792,-4233,2401
1938,-2904,3136,14068,-728,-4474,1633
1942,-2888,2672,14140,-679,-4335,1274
1945,-3296,2884,14572,-652,-3937,1084
1949,-3132,3088,14408,-624,-3230,956
1952,-3204,2632,14892,-690,-2527,965
1955,-2628,3276,14956,-557,-2065,257
1959,-2572,2568,14828,-517,-1959,-325
1963,-1708,3212,15172,-349,-2198,-884
1966,-1516,2796,15092,-257,-2765,-937
1970,-1384,3216,15304,-148,-3251,-1072
1973,-772,3144,15544,12,-3925,-1695
0,0,0,0,0,0,0,1
1977,-840,2896,15556,-96,-4510,-1811
1980,-1324,3876,15684,-21,-4530,-2411
1983,-3988,3536,16492,-74,-2522,-1339
1987,-5340,4016,17844,-125,656,47
1990,-5696,3268,17436,-180,4031,1116
1993,-5800,3088,16220,-445,6810,2262
1997,-3332,3376,15068,-522,7042,2627
2000,-2176,2820,13756,-472,5292,2116
2004,-4528,3536,13728,-191,3575,2241
2008,-5288,2232,13312,26,2714,2834
2011,-4096,2884,13464,-18,1467,3168
2015,-5276,3616,13780,-87,697,3174
2018,-6088,3472,13620,-142,853,3664
2021,-6732,4372,13868,-105,1799,4167
2025,-7156,3568,13780,-152,3164,4695
2028,-7940,4448,14308,-332,4834,5244
2031,-6284,3020,13444,-557,5793,5774
2035,-5884,3696,13580,-951,6029,5588
2038,-5616,2536,13032,-1431,5514,5420
2042,-4392,3812,13448,-1826,4075,4698
2045,-2660,2244,12956,-1942,1522,3555
2050,-1764,2720,13396,-1899,-1322,2111
2053,-1836,1728,14240,-1796,-3311,435
2056,-2056,1440,14936,-1727,-4103,-251
2060,-2472,2808,16504,-1473,-3316,-1211
2063,-1504,1324,16460,-1169,-2088,-1767
2067,-912,2988,17944,-707,-524,-2889
2070,-272,2160,18052,-308,1108,-3650
2073,-32,2420,18464,43,2651,-4201
2077,52,3612,18576,488,4227,-4810
2080,32,3340,18308,726,5223,-5138
2083,1612,2984,17448,896,5511,-5528
2087,1756,4076,17696,1282,5075,-6156
2091,1608,1608,15688,1559,4179,-6428
2094,392,2616,15688,1730,3916,-6864
2098,-932,2700,14888,1819,3857,-6630
2101,-832,2676,14452,1747,3930,-6047
2104,-1988,3764,14276,1741,4107,-5617
2108,-2304,1936,13440,1424,4215,-4575
2111,-2880,4108,13284,1281,4467,-3698
2115,-2776,3352,13156,981,4438,-2636
2118,-2756,3516,13380,494,3977,-1386
2122,-2420,4408,13764,164,3113,-706
2125,-2996,4136,13760,-182,2151,11
2128,-3668,3816,13960,-484,1488,868
2132,-2872,3524,14412,-888,991,1475
2136,-2400,3484,14508,-1118,220,1588
2139,-1904,3212,15128,-1114,-553,1127
2143,-1368,3064,15616,-1103,-1289,411
2146,-1280,2860,16232,-928,-1649,-582
2150,-1156,2368,16052,-743,-1784,-1382
2153,-924,2296,16328,-525,-1754,-2291
2156,-400,2648,16580,-294,-1644,-2982
2160,-252,2616,16776,-84,-1511,-3419
2163,-484,2468,16496,58,-1174,-3587
2166,-568,2664,16148,125,-617,-3367
2170,-724,2908,15956,71,-25,-2970
2173,-744,3172,15820,-6,492,-2549
2177,-728,3036,15528,-73,848,-2098
2180,-988,3044,15236,-199,1103,-1607
2184,-1700,3056,14672,-380,1470,-900
2187,-2584,3028,14556,-640,2061,96
